,email_id,entity,type
914,157,behaveietforgA,PER
915,157,draftwingbehavednsconfigA,PER
916,157,Sarikaya escribiFA,PER
917,157,gvietforg,PER
918,157,A,PER
919,157,AAAA,ALLCAPS
920,157,WG,ALLCAPS
921,157,PMA,ALLCAPS
922,157,BEHAVE,ALLCAPS
923,157,DNS,ALLCAPS
924,157,AMA,ALLCAPS
925,157,NAT,ALLCAPS
926,157,WK,ALLCAPS
927,157,WKP,ALLCAPS
928,157,NA,ALLCAPS
929,157,LMA,ALLCAPS
930,157,HA,ALLCAPS
931,158,Sarikaya,ORG
932,158,MIP,ORG
933,158,escribi,PER
934,158,HA,LOC
935,158,DNS,ALLCAPS
936,158,NAT,ALLCAPS
937,158,BT,ALLCAPS
938,158,WKP,ALLCAPS
939,158,PMIP,ALLCAPS
940,159,Dan Wing,PER
941,159,WKP,ALLCAPS
942,159,RR,ALLCAPS
943,159,AAAA,ALLCAPS
944,159,MN,ALLCAPS
945,159,CN,ALLCAPS
946,159,NAT,ALLCAPS
947,160,Dan Broader,PER
948,160,David Crowe,PER
949,160,Dan Wing,PER
950,160,IPvonly,ORG
951,160,AM,ORG
952,160,DS,ALLCAPS
953,160,NAT,ALLCAPS
954,160,AAAA,ALLCAPS
955,161,Dan,PER
956,161,sietforghtmldraftboucadairbehavednsdiscovery,PER
957,161,client,PER
958,161,la part de Dan,PER
959,161,Zhen Cao,PER
960,161,DS,ORG
961,161,DNS,ALLCAPS
962,161,SRV,ALLCAPS
963,161,WG,ALLCAPS
964,161,BEHAVE,ALLCAPS
965,161,NATDNS,ALLCAPS
966,163,draftwingbehavednsconfig,ORG
967,163,RFC,ORG
968,163,NAT,ALLCAPS
969,163,DNS,ALLCAPS
970,163,AAAA,ALLCAPS
971,163,DHCP,ALLCAPS
972,164,BasavarajPatilnokiacom,PER
973,164,Skype,PER
974,164,IPvonly,ORG
975,164,IETF,ORG
976,164,OS,ALLCAPS
977,164,NAT,ALLCAPS
978,164,TCP,ALLCAPS
979,164,UDP,ALLCAPS
980,164,RSVP,ALLCAPS
981,164,SCTP,ALLCAPS
982,164,DCCP,ALLCAPS
983,164,AAAA,ALLCAPS
984,164,DNS,ALLCAPS
985,165,Dan,PER
986,165,IVI,ORG
987,165,SIPNAT,ORG
988,165,HTTP,ALLCAPS
989,165,PS,ALLCAPS
990,165,OK,ALLCAPS
991,166,IVISIPNATHTTP,ORG
992,166,IPvonly,ORG
993,167,marcelo bagnulo braun,PER
994,167,rceloitucmesA,PER
995,167,Dan,PER
996,167,dwingciscocom,PER
997,167,behaveietforgA,PER
998,167,Sarikaya escribiFA,PER
999,167,gvietforg,PER
1000,167,mobilit y,PER
1001,167,Behcet,ORG
1002,167,marcelo,ORG
1003,167,AAAA,ALLCAPS
1004,167,WG,ALLCAPS
1005,167,AMA,ALLCAPS
1006,167,BEHAVE,ALLCAPS
1007,167,DNS,ALLCAPS
1008,167,PMA,ALLCAPS
1009,167,NAT,ALLCAPS
1010,167,WK,ALLCAPS
1011,167,WKP,ALLCAPS
1012,167,LMA,ALLCAPS
1013,167,HA,ALLCAPS
1014,167,DSL,ALLCAPS
1015,167,MIPA,ALLCAPS
1016,167,BT,ALLCAPS
1017,167,PMIP,ALLCAPS
1018,167,DNSA,ALLCAPS
1019,168,RFC,ORG
1020,168,BEHAVE,ORG
1021,168,NATPT,ALLCAPS
1022,168,DNS,ALLCAPS
1023,169,Andrew Sullivan escribi,PER
1024,170,Dan,PER
1025,170,NATPT,ALLCAPS
1026,171,Hotel Nikko,LOC
1027,171,the Hilton San Francisco,LOC
1028,172,IPvonly,ORG
1029,172,NAT,ALLCAPS
1030,172,DNS,ALLCAPS
1031,172,NATPT,ALLCAPS
1032,172,XP,ALLCAPS
1033,172,HQ,ALLCAPS
1034,173,Nobody,PER
1035,173,David Crowe,PER
1036,173,Brian E Carpenter,PER
1037,173,AM,ORG
1038,174,David,PER
1039,174,Brian Carpenter,PER
1040,175,GPP,ALLCAPS
1041,175,TR,ALLCAPS
1042,176,Julien I,PER
1043,176,GPP,ALLCAPS
1044,176,TR,ALLCAPS
1045,178,JulienAA,PER
1046,178,Julien Bournelle julien bournellegmailcomA,PER
1047,178,gvietforgA,PER
1048,178,AAAA,ALLCAPS
1049,178,AMA,ALLCAPS
1050,178,WS,ALLCAPS
1051,178,GPPIETF,ALLCAPS
1052,178,PP,ALLCAPS
1053,178,TR,ALLCAPS
1054,178,GPP,ALLCAPS
1055,179,Behcet Sarikaya,PER
1056,179,Behcet,PER
1057,180,Hi Raj,PER
1058,180,ba sis,DIG
1059,180,withIETFDocs,DIG
1060,180,GPP,ALLCAPS
1061,180,TR,ALLCAPS
1062,181,IPWzip,ORG
1063,181,Laganier Julien,PER
1064,181,TR,ALLCAPS
1065,182,Behcet Sarikaya,PER
1066,182,behcetsarikayayahoocomA,PER
1067,182,Julien Bournelle,PER
1068,182,Juli en Bournelle,PER
1069,182,Sarikaya,ORG
1070,182,gvietforgA,ORG
1071,182,listA,DIG
1072,182,AMA,ALLCAPS
1073,182,WS,ALLCAPS
1074,182,GPPIETF,ALLCAPS
1075,182,GPP,ALLCAPS
1076,182,TR,ALLCAPS
1077,183,SA,ORG
1078,183,Julien,PER
1079,183,TR,ALLCAPS
1080,184,FYI,ALLCAPS
1081,184,TR,ALLCAPS
1082,184,PCR,ALLCAPS
1083,185,Julien,PER
1084,185,IETF,ORG
1085,185,crossSDO,ORG
1086,185,Hiroshima,LOC
1087,186,Jari,PER
1088,186,MacOS,MISC
1089,186,OS,ALLCAPS
1090,186,BSD,ALLCAPS
1091,186,ALL,ALLCAPS
1092,186,VERY,ALLCAPS
1093,186,IP,ALLCAPS
1094,186,APN,ALLCAPS
1095,187,Jari Arkko,PER
1096,187,EST,ALLCAPS
1097,188,Jari Inline,PER
1098,188,my personal,PER
1099,188,Oss,ORG
1100,188,LIPA,ORG
1101,188,APN,ALLCAPS
1102,190,Zhenqiang,PER
1103,190,lizhenqiang chinamobilecomATo Laganier Julien julienlqualcommcom davidb,PER
1104,190,sarikayaieeeorg sarikayaie,PER
1105,190,EDEECAFEBCBA,ORG
1106,190,davidb inetorangeftgroupcom davidbinetorangeftgroupcom,ORG
1107,190,sarikayaie,ORG
1108,190,GPP SA,ORG
1109,190,toCA,ORG
1110,190,GPPAA,ORG
1111,190,UE,ORG
1112,190,requirementAAI,ORG
1113,190,Shenzhen ChinaCA,LOC
1114,190,PP,ALLCAPS
1115,190,PD,ALLCAPS
1116,191,GPP,ALLCAPS
1117,191,DOCTYPE,ALLCAPS
1118,191,PUBLIC,ALLCAPS
1119,191,WCDTD,ALLCAPS
1120,191,HTML,ALLCAPS
1121,191,IP,ALLCAPS
1122,191,RFC,ALLCAPS
1123,191,UE,ALLCAPS
1124,191,PDP,ALLCAPS
1125,191,GGSN,ALLCAPS
1126,191,MS,ALLCAPS
1127,191,MM,ALLCAPS
1128,191,APN,ALLCAPS
1129,191,NAT,ALLCAPS
1130,191,DS,ALLCAPS
1131,192,Jari,PER
1132,192,NAT,ALLCAPS
1133,192,GPP,ALLCAPS
1134,192,GGSN,ALLCAPS
1135,192,RFC,ALLCAPS
1136,193,ID,ALLCAPS
1137,193,GPP,ALLCAPS
1138,196,Fred Balazs,PER
1139,196,Gv We,PER
1140,196,gppIETF,ORG
1141,196,San Francisco,LOC
1142,198,IPWzip,ORG
1143,198,FTP,ALLCAPS
1144,199,Gateway,ORG
1145,200,Feedback,PER
1146,200,Jari,PER
1147,200,IETF,ORG
1148,201,hosts,PER
1149,201,Lite,PER
1150,201,RDto,ORG
1151,201,NAT,ALLCAPS
1152,201,GPP,ALLCAPS
1153,201,PPP,ALLCAPS
1154,201,UE,ALLCAPS
1155,201,IID,ALLCAPS
1156,201,PD,ALLCAPS
1157,201,GW,ALLCAPS
1158,201,PDP,ALLCAPS
1159,201,EPS,ALLCAPS
1160,201,RFP,ALLCAPS
1161,201,IETF,ALLCAPS
1162,202,Gert,ORG
1163,202,SpaceNet AG Vorstand Sebastian,ORG
1164,202,Bomhard JosephDollingerBogen Aufsichtsratsvors A GrundnerCulemann D Muenchen HRB AG Muenchen Tel UStIdNr,ORG
1165,203,Cameron,PER
1166,205,Mikael Abrahamsson,PER
1167,205,Cameron,PER
1168,205,ISP,ORG
1169,205,the GPP,ORG
1170,205,GGSN,ALLCAPS
1171,205,AM,ALLCAPS
1172,205,PGW,ALLCAPS
1173,205,PDP,ALLCAPS
1174,205,REQUIRE,ALLCAPS
1175,206,providerISP,ORG
1176,207,Mikael Abrahamsson,PER
1177,207,GGSN,ALLCAPS
1178,207,AM,ALLCAPS
1179,208,Stateless,ORG
1180,208,others,PER
1181,208,Simon,PER
1182,208,RFC,ALLCAPS
1183,208,STUNTURN,ALLCAPS
1184,209,Ethernet,ORG
1185,209,WLAN,ORG
1186,209,RFC,ALLCAPS
1187,209,SLAAC,ALLCAPS
1188,209,MUST,ALLCAPS
1189,209,MAY,ALLCAPS
1190,209,IID,ALLCAPS
1191,209,IP,ALLCAPS
1192,209,ND,ALLCAPS
1193,210,Feb Cameron Byrne cblistgmailcom,PER
1194,210,RE,ALLCAPS
1195,210,GGSN,ALLCAPS
1196,211,Simon Perreault,PER
1197,211,RFC,ALLCAPS
1198,212,Cheers Suresh,PER
1199,213,RFC,ORG
1200,213,Simon,ORG
1201,213,GPP,ALLCAPS
1202,213,STUNTURN,ALLCAPS
1203,214,LTE,ALLCAPS
1204,214,CLOSE,ALLCAPS
1205,215,France Telecom Group,ORG
1206,215,ND,ALLCAPS
1207,216,Mikael Abrahamsson,PER
1208,216,each,PER
1209,216,EPC,ORG
1210,216,GGG,ORG
1211,216,GPP,ALLCAPS
1212,216,AM,ALLCAPS
1213,216,LTE,ALLCAPS
1214,216,PGW,ALLCAPS
1215,216,UMTS,ALLCAPS
1216,216,SLAAC,ALLCAPS
1217,216,ISP,ALLCAPS
1218,216,MUST,ALLCAPS
1219,216,SHOULD,ALLCAPS
1220,217,Nokias,ORG
1221,217,Shanghai WS,ORG
1222,217,SGSNs,ORG
1223,217,GPP,ALLCAPS
1224,217,PDPPDN,ALLCAPS
1225,217,TR,ALLCAPS
1226,217,PDP,ALLCAPS
1227,218,MME,ALLCAPS
1228,218,SPGW,ALLCAPS
1229,218,LTE,ALLCAPS
1230,219,Fredrik,PER
1231,219,folks,PER
1232,219,S,ORG
1233,219,Nokia,ORG
1234,219,SGSNs,ORG
1235,219,Windows OS,MISC
1236,219,PDP,ALLCAPS
1237,220,Mikael Abrahamsson,PER
1238,220,MME,ALLCAPS
1239,220,PM,ALLCAPS
1240,220,CPU,ALLCAPS
1241,220,MM,ALLCAPS
1242,220,LTE,ALLCAPS
1243,220,ATCA,ORG
1244,220,Moores,ORG
1245,220,SPGW,ORG
1246,220,EPC,ORG
1247,220,New York,LOC
1248,221,Fredrik Rajeev I,PER
1249,221,IP,ALLCAPS
1250,221,HTTP,ALLCAPS
1251,221,MIDP,ALLCAPS
1252,221,IDP,ALLCAPS
1253,221,PDN,ALLCAPS
1254,221,LTE,ALLCAPS
1255,221,DNS,ALLCAPS
1256,222,Internet,MISC
1257,222,IANA,ORG
1258,222,LSN,ORG
1259,222,HTTP,ALLCAPS
1260,222,IP,ALLCAPS
1261,222,MIDP,ALLCAPS
1262,222,DNS,ALLCAPS
1263,222,PDP,ALLCAPS
1264,222,NAT,ALLCAPS
1265,222,CGN,ALLCAPS
1266,222,OS,ALLCAPS
1267,222,VP,ALLCAPS
1268,222,CAN,ALLCAPS
1269,222,NOT,ALLCAPS
1270,222,IMS,ALLCAPS
1271,222,EE,ALLCAPS
1272,222,AS,ALLCAPS
1273,222,SOON,ALLCAPS
1274,222,POSSIBLE,ALLCAPS
1275,223,Jari,PER
1276,223,Lars,PER
1277,223,IETF,ORG
1278,223,UE,ORG
1279,224,Cameron I,PER
1280,224,MM,ALLCAPS
1281,225,Rajeev,PER
1282,225,David Crowe,PER
1283,226,Teemu We,PER
1284,226,Google,PER
1285,226,you You,PER
1286,226,Fredrik,PER
1287,226,me Nobody,PER
1288,226,Android Google,PER
1289,226,IETF,PER
1290,226,GPP,ORG
1291,226,Dualstack,ORG
1292,226,IANA,ORG
1293,226,IPvonly,ORG
1294,226,CGN,ALLCAPS
1295,226,MM,ALLCAPS
1296,226,VERY,ALLCAPS
1297,226,UE,ALLCAPS
1298,226,GA,ALLCAPS
1299,226,NAT,ALLCAPS
1300,226,RAN,ALLCAPS
1301,226,GGSN,ALLCAPS
1302,226,APN,ALLCAPS
1303,226,HSS,ALLCAPS
1304,226,San Francisco,LOC
1305,227,Teemu,PER
1306,227,operators,ORG
1307,227,PDN,ALLCAPS
1308,227,APN,ALLCAPS
1309,227,LTE,ALLCAPS
1310,227,IP,ALLCAPS
1311,227,UE,ALLCAPS
1312,228,David,PER
1313,229,Apple,ORG
1314,229,Microsoft,ORG
1315,229,Skype,ORG
1316,229,IETFs ICE,ORG
1317,229,Internet,ORG
1318,229,my Mac,PER
1319,229,users,PER
1320,229,IP,ALLCAPS
1321,229,NAT,ALLCAPS
1322,229,RFC,ALLCAPS
1323,230,Dan,PER
1324,230,skype,PER
1325,230,Rajeev,PER
1326,230,NAT,ALLCAPS
1327,230,WLAN,ALLCAPS
1328,230,MN,ALLCAPS
1329,231,guy,PER
1330,231,IETF,ORG
1331,231,NAT,ALLCAPS
1332,232,SBC BBUA,ORG
1333,232,CGN,ORG
1334,232,SBC,ORG
1335,232,NAT,ALLCAPS
1336,232,MPLS,ALLCAPS
1337,232,VPN,ALLCAPS
1338,232,MN,ALLCAPS
1339,232,RFC,ALLCAPS
1340,232,IMS,ALLCAPS
1341,232,ATT,ALLCAPS
1342,233,Especi,PER
1343,233,Teemu,PER
1344,233,Finland,LOC
1345,233,MNMN,ALLCAPS
1346,233,TV,ALLCAPS
1347,233,AM,ALLCAPS
1348,233,PDN,ALLCAPS
1349,233,WLAN,ALLCAPS
1350,233,NAT,ALLCAPS
1351,233,RFC,ALLCAPS
1352,234,Cameron,PER
1353,234,NAT,ALLCAPS
1354,234,HT,ALLCAPS
1355,235,Pvonly,PER
1356,235,my VP,PER
1357,235,android,PER
1358,235,iPhone,PER
1359,235,NATPT,ALLCAPS
1360,235,DNSALG,ALLCAPS
1361,235,DNS,ALLCAPS
1362,235,SDK,ALLCAPS
1363,236,DSMIP,ORG
1364,236,Ipv,ORG
1365,236,GPP,ALLCAPS
1366,236,EPS,ALLCAPS
1367,236,BOSS,ALLCAPS
1368,237,Simon,PER
1369,237,STUNTURN,DIG
1370,238,PNAT,DIG
1371,238,SF,LOC
1372,239,Googles,ORG
1373,239,DNS,ALLCAPS
1374,239,XMPP,ALLCAPS
1375,239,SIP,ALLCAPS
1376,239,SMTPXMPPSIP,ALLCAPS
1377,239,NAT,ALLCAPS
1378,239,BEHAVE,ALLCAPS
1379,240,Teemu,PER
1380,240,Dan I,PER
1381,240,Camerons,PER
1382,240,IPvonly,ORG
1383,240,PDN,ALLCAPS
1384,240,MN,ALLCAPS
1385,240,BTW,ALLCAPS
1386,240,NAT,ALLCAPS
1387,240,NET,ALLCAPS
1388,240,AM,ALLCAPS
1389,240,GOING,ALLCAPS
1390,240,TO,ALLCAPS
1391,240,IP,ALLCAPS
1392,240,MPLS,ALLCAPS
1393,241,App,ORG
1394,242,Dan,PER
1395,242,DNSsec,ORG
1396,242,DNS,ALLCAPS
1397,242,NAT,ALLCAPS
1398,242,PNAT,ALLCAPS
1399,242,ALG,ALLCAPS
1400,243,Jari I,PER
1401,243,Cao Zhen,PER
1402,243,OS,ALLCAPS
1403,244,Cameron,PER
1404,244,Cao Zhen China,PER
1405,244,DS,ORG
1406,244,NAT,ALLCAPS
1407,245,Rajeev,PER
1408,245,NAT,ALLCAPS
1409,245,GGSN,ALLCAPS
1410,245,MASS,ALLCAPS
1411,245,MMIMS,ALLCAPS
1412,246,MNMN,ORG
1413,246,AAAA,ALLCAPS
1414,247,PDN,ALLCAPS
1415,247,UE,ALLCAPS
1416,247,TCP,ALLCAPS
1417,247,NET,ALLCAPS
1418,247,ET,ALLCAPS
1419,247,TCPIP,ALLCAPS
1420,247,XMPP,ALLCAPS
1421,247,IP,ALLCAPS
1422,247,WLAN,ALLCAPS
1423,247,NAT,ALLCAPS
1424,247,GW,ALLCAPS
1425,247,UEs,ORG
1426,248,Ebay,ORG
1427,248,CGN,ORG
1428,248,UEs,ORG
1429,248,PDN,ALLCAPS
1430,248,UE,ALLCAPS
1431,248,NAT,ALLCAPS
1432,248,TCP,ALLCAPS
1433,248,NET,ALLCAPS
1434,248,PDP,ALLCAPS
1435,248,TCPIP,ALLCAPS
1436,248,PXMPP,ALLCAPS
1437,248,IP,ALLCAPS
1438,248,WLAN,ALLCAPS
1439,248,GW,ALLCAPS
1440,248,NOT,ALLCAPS
1441,248,OSS,ALLCAPS
1442,249,Dear Hui,PER
1443,249,Jouni,PER
1444,249,DSMIP,ALLCAPS
1445,249,IP,ALLCAPS
1446,249,EPS,ALLCAPS
1447,249,MN,ALLCAPS
1448,250,Cameron,PER
1449,250,GPP,ORG
1450,250,PDP,ORG
1451,250,AFAIK,ORG
1452,250,GTP,ALLCAPS
1453,251,Bittorrent,PER
1454,251,user,PER
1455,251,UE,ORG
1456,251,DNS,ALLCAPS
1457,251,SIP,ALLCAPS
1458,251,FTP,ALLCAPS
1459,251,RTCP,ALLCAPS
1460,251,SMTP,ALLCAPS
1461,251,HTTP,ALLCAPS
1462,251,DSL,ALLCAPS
1463,251,IP,ALLCAPS
1464,251,RTSP,ALLCAPS
1465,251,TTL,ALLCAPS
1466,251,DNSSEC,ALLCAPS
1467,252,PDN,ALLCAPS
1468,252,MN,ALLCAPS
1469,252,GPP,ALLCAPS
1470,252,NET,ALLCAPS
1471,252,LTE,ALLCAPS
1472,252,NAT,ALLCAPS
1473,252,IP,ALLCAPS
1474,254,Hi Hui,PER
1475,254,UE,ORG
1476,254,NAT,ALLCAPS
1477,254,PNAT,ALLCAPS
1478,254,NET,ALLCAPS
1479,254,BSD,ALLCAPS
1480,255,Hello Hui,PER
1481,255,Rajeev,PER
1482,256,Sri Gundavelli sgundaveciscocom I,PER
1483,256,NAT,ALLCAPS
1484,256,PDN,ALLCAPS
1485,256,GW,ALLCAPS
1486,257,Dan You,PER
1487,257,Dan Wing,PER
1488,257,DNS,ALLCAPS
1489,258,Jari,PER
1490,258,IETF,ORG
1491,258,GGSN,ORG
1492,258,FYI,ALLCAPS
1493,258,NAT,ALLCAPS
1494,258,UE,ALLCAPS
1495,258,NA,ALLCAPS
1496,258,PS,ALLCAPS
1497,259,GPPIETF,ORG
1498,259,PNAT,ALLCAPS
1499,259,NAT,ALLCAPS
1500,259,ALG,ALLCAPS
1501,259,DNS,ALLCAPS
1502,259,SIP,ALLCAPS
1503,259,XMPP,ALLCAPS
1504,259,RTSP,ALLCAPS
1505,259,NAPT,ALLCAPS
1506,259,FTP,ALLCAPS
1507,259,SMTP,ALLCAPS
1508,259,IMAP,ALLCAPS
1509,259,POP,ALLCAPS
1510,259,HTTP,ALLCAPS
1511,259,IE,ALLCAPS
1512,259,AAAA,ALLCAPS
1513,259,IETF,ALLCAPS
1514,259,GROBJ,ALLCAPS
1515,259,GRO,ALLCAPS
1516,259,GPP,ALLCAPS
1517,260,Fred,PER
1518,261,Hi Hui,PER
1519,261,UE,ALLCAPS
1520,261,NAT,ALLCAPS
1521,261,IPvonly,ORG
1522,261,PDP,ORG
1523,262,Hi Hui,PER
1524,262,GPP,ALLCAPS
1525,262,DSMIP,ALLCAPS
1526,262,ID,ALLCAPS
1527,262,RFC,ALLCAPS
1528,262,AM,ALLCAPS
1529,262,GOING,ALLCAPS
1530,262,TO,ALLCAPS
1531,262,IP,ALLCAPS
1532,262,PGW,ALLCAPS
1533,262,NAT,ALLCAPS
1534,262,TR,ALLCAPS
1535,262,UE,ORG
1536,262,BEHAVE,ORG
1537,263,Rajs,PER
1538,263,UE,ORG
1539,263,UEs,ORG
1540,263,IP,ALLCAPS
1541,263,DNS,ALLCAPS
1542,264,Hi,PER
1543,264,BTW,PER
1544,264,draftkoodliipvinmobilenetworks,PER
1545,264,NAT,ALLCAPS
1546,264,IP,ALLCAPS
1547,264,IMHO,ORG
1548,265,Rajeev,PER
1549,265,UE,ORG
1550,265,devicesapplicationsnetworks,ORG
1551,265,PGW,ALLCAPS
1552,265,NAT,ALLCAPS
1553,265,GPP,ALLCAPS
1554,265,PP,ALLCAPS
1555,265,GW,ALLCAPS
1556,265,IP,ALLCAPS
1557,266,Jouni,PER
1558,266,Section,ORG
1559,266,EPS,ALLCAPS
1560,266,UE,ALLCAPS
1561,266,IP,ALLCAPS
1562,267,AS,ORG
1563,267,IMHO,ORG
1564,267,SGi,PER
1565,267,NAT,ALLCAPS
1566,267,PGW,ALLCAPS
1567,267,IP,ALLCAPS
1568,268,GPP,ORG
1569,268,NAT,ALLCAPS
1570,268,PGW,ALLCAPS
1571,268,PDN,ALLCAPS
1572,268,IP,ALLCAPS
1573,269,UEs,ORG
1574,269,NAT,ALLCAPS
1575,270,GGSN,PER
1576,270,folks,PER
1577,270,IPvonly,PER
1578,270,USA,LOC
1579,270,San Francisco,LOC
1580,270,GMXcom,ORG
1581,270,TMobile,ORG
1582,270,GPPIETF,ORG
1583,270,TMobile USA,ORG
1584,270,UE,ALLCAPS
1585,270,RAN,ALLCAPS
1586,270,PDP,ALLCAPS
1587,270,RF,ALLCAPS
1588,270,DNS,ALLCAPS
1589,270,NAT,ALLCAPS
1590,270,IMAP,ALLCAPS
1591,270,APN,ALLCAPS
1592,271,Cameron You,PER
1593,271,Cameron Byrne,PER
1594,271,cblistgmailcom,ORG
1595,272,Gary Jones,PER
1596,272,Cameorn,PER
1597,272,the TMobile standards group,ORG
1598,272,Android,ORG
1599,272,SF,ALLCAPS
1600,272,APN,ALLCAPS
1601,273,Cameron Byrne cblistgmailcom,PER
1602,274,Host,ORG
1603,274,GPP SA,ORG
1604,274,PNAT,ALLCAPS
1605,274,ALG,ALLCAPS
1606,275,jouni korhonen jouninospamgmailcom,PER
1607,275,DSMIPv,PER
1608,275,PM,ALLCAPS
1609,275,EPS,ALLCAPS
1610,275,TR,ALLCAPS
1611,275,MN,ALLCAPS
1612,276,BT,ORG
1613,276,companies,ORG
1614,276,SA,ORG
1615,276,Nokia,ORG
1616,276,NAT,ALLCAPS
1617,276,NATPT,ALLCAPS
1618,277,David Crowe,PER
1619,277,UE,ALLCAPS
1620,277,IP,ALLCAPS
1621,277,NAT,ALLCAPS
1622,278,yourself We,PER
1623,278,CMCC,ORG
1624,279,IPvonly,ORG
1625,279,UE,ORG
1626,279,NAT,ALLCAPS
1627,279,PDP,ALLCAPS
1628,280,GPP,ALLCAPS
1629,280,ID,ALLCAPS
1630,280,RFC,ORG
1631,280,SA,ORG
1632,281,BitTorrent,ORG
1633,281,BitTorrents,ORG
1634,281,BEHAVE,ALLCAPS
1635,282,Cameron I,PER
1636,282,David Crowe,PER
1637,282,Cameron Byrne,PER
1638,282,NAT,ORG
1639,282,UE,ORG
1640,282,AM,ORG
1641,283,David Crowe,PER
1642,284,Cameron,PER
1643,285,you I,PER
1644,285,turtle,PER
1645,287,Will,PER
1646,287,Ovi,PER
1647,287,UE,PER
1648,287,Gary Jones,PER
1649,287,IPvonly UE,ORG
1650,287,wwwwhatismyipvnet,ORG
1651,287,San Francisco,LOC
1652,288,Dan Cameron,PER
1653,288,David At,PER
1654,288,Dan Wing,PER
1655,288,PM,ORG
1656,289,Cameron,PER
1657,289,Even I,PER
1658,289,David,PER
1659,289,Cameron Byrne,PER
1660,289,PM,ALLCAPS
1661,290,GGSN,ORG
1662,290,AFAIK,ALLCAPS
1663,290,IMS,ALLCAPS
1664,290,NAT,ALLCAPS
1665,291,Dan,PER
1666,291,Camerons,PER
1667,291,PNAT,ALLCAPS
1668,291,ALG,ALLCAPS
1669,292,Cameron,PER
1670,292,realplayer,PER
1671,292,Ovi,PER
1672,292,Kudos,PER
1673,292,fredrik,PER
1674,292,Nokia,ORG
1675,292,PDP,ALLCAPS
1676,292,DNSNAT,ALLCAPS
1677,292,ALG,ALLCAPS
1678,292,NAT,ALLCAPS
1679,292,IP,ALLCAPS
1680,292,GUI,ALLCAPS
1681,294,Nokias,ORG
1682,295,Julien,PER
1683,295,IPv Jari,PER
1684,295,NAT,ALLCAPS
1685,296,Jari,PER
1686,296,APN,ALLCAPS
1687,296,IP,ALLCAPS
1688,297,anyone,PER
1689,298,Mikael I,PER
1690,298,Jari,PER
1691,299,Dan Wing dwingciscocom,PER
1692,299,ALG,ORG
1693,299,IPv,ORG
1694,299,AAAA,ALLCAPS
1695,300,SmFyaSwNCgKPiAIFRoZXJlIGpZhIGJlIGFuIGltcGFjdCBvbiBaGUgUGsaWNIGFuZCBD,ORG
1696,301,David Crowe,PER
1697,301,Laganier Julien,PER
1698,301,AM Laganier,ORG
1699,301,DSL,ALLCAPS
1700,302,SIPTO,ORG
1701,302,GPPs,ORG
1702,302,AAAA,ALLCAPS
1703,302,PNAT,ALLCAPS
1704,302,DNS,ALLCAPS
1705,302,IP,ALLCAPS
1706,303,US Embassy,ORG
1707,303,VISA,ORG
1708,304,Dan Wing dwingciscocom,PER
1709,304,Tao Sun,PER
1710,304,PNAT,ALLCAPS
1711,304,WKP,ALLCAPS
1712,304,IP,ALLCAPS
1713,304,AAAA,ALLCAPS
1714,304,our PNAT,ORG
1715,304,China,LOC
1716,306,GTP,ALLCAPS
1717,306,TEID,ALLCAPS
1718,306,GRE,ALLCAPS
1719,306,APN,ALLCAPS
1720,306,GPP,ALLCAPS
1721,306,WAN,ALLCAPS
1722,306,PDP,ALLCAPS
1723,306,ISP,ALLCAPS
1724,308,Teemu,PER
1725,308,RFC,PER
1726,308,DR,ALLCAPS
1727,308,RR,ALLCAPS
1728,308,DHCP,ALLCAPS
1729,308,PD,ALLCAPS
1730,308,PDP,ALLCAPS
1731,308,WAN,ALLCAPS
1732,308,ISP,ORG
1733,309,Fredrik,PER
1734,309,China Country,LOC
1735,309,China,LOC
1736,309,Hongkong,LOC
1737,309,IP,ALLCAPS
1738,310,IMHO,ORG
1739,310,Google,ORG
1740,310,NTT Global Crossing Hurricane Electric Time Warner Telecom,ORG
1741,310,Baidu Yahoo Google Akamai,ORG
1742,310,Facebook,ORG
1743,310,Youtube,ORG
1744,310,Akamai,PER
1745,310,DS,ALLCAPS
1746,310,CERNNET,ALLCAPS
1747,311,DHCPv PD,PER
1748,311,DHCPv,PER
1749,311,RR,ALLCAPS
1750,311,ISP,ALLCAPS
1751,311,DR,ALLCAPS
1752,311,WAN,ALLCAPS
1753,311,GPP,ALLCAPS
1754,311,NEMO,ALLCAPS
1755,312,Teemu,PER
1756,312,DHCPv,ORG
1757,312,RR,ALLCAPS
1758,312,ISP,ALLCAPS
1759,312,DR,ALLCAPS
1760,312,PD,ALLCAPS
1761,312,WAN,ALLCAPS
1762,312,GPP,ALLCAPS
1763,312,NEMO,ALLCAPS
1764,313,Sebastian,PER
1765,314,Cameron,PER
1766,314,NAT,ORG
1767,314,IPvonly,ORG
1768,314,DNS,ALLCAPS
1769,316,ure,PER
1770,316,Gary Jones,PER
1771,316,Raj Patil,PER
1772,316,IPvonly,ORG
1773,316,TMobile,ORG
1774,316,TMobile USA,ORG
1775,316,Nokia,ORG
1776,316,GPP,ALLCAPS
1777,316,NAT,ALLCAPS
1778,316,DNS,ALLCAPS
1779,316,DS,ALLCAPS
1780,316,APN,ALLCAPS
1781,316,UE,ALLCAPS
1782,316,PDP,ALLCAPS
1783,316,VP,ALLCAPS
1784,316,VERY,ALLCAPS
1785,316,San Francisco,LOC
1786,317,RFC,ALLCAPS
1787,317,GPP,ALLCAPS
1788,318,Hello Hui,PER
